,filename,caption,caption_old,caption_new
120,amazonfurniture_page4_12.png,adjustable floor couch and sofa for living room and bedroom foldable with five reclining position love seat beige,"Adjustable Floor Couch and Sofa for Living Room and Bedroom, Foldable with 5 Reclining Position, Love seat, Beige",and sofa for living room and bedroom foldable with five reclining position love seat beige
121,amazonfurniture_page4_13.png,zinus benton mid century upholstered sofa living room couch stone grey weave,"Zinus Benton Mid-Century Upholstered 76 Inch Sofa / Living Room Couch, Stone Grey Weave",century upholstered sofa living room couch stone grey weave
122,amazonfurniture_page4_14.png,rivet north end exposed wood modern sofa  grey weave,"Rivet North End Exposed Wood Modern Sofa, 78""W, Grey Weave",exposed wood modern sofa grey weave
123,amazonfurniture_page4_15.png,stone and beam dalton sectional sofa couch  stone,"Stone & Beam Dalton Sectional Sofa Couch, 91.5""W, Stone",sectional sofa couch stone
124,amazonfurniture_page4_16.png,zinus josh traditional upholstered sofa living room couch beige weave,"Zinus Josh Traditional Upholstered 77.5 Inch Sofa/Living Room Couch, Beige Weave",upholstered sofa living room couch beige weave
125,amazonfurniture_page4_17.png,rivet sloane mid century modern sofa with tufted back  shell,"Rivet Sloane Mid-Century Modern Sofa with Tufted Back, 79.9""W, Shell",century modern sofa with tufted back shell
126,amazonfurniture_page4_18.png,mecor loveseat sofa couch fabric loveseat couch classic modern sofa living room furniture beige,Mecor Loveseat Sofa Couch Fabric Loveseat Couch Classic Modern Sofa 68 Inch Living Room Furniture (Beige),sofa couch fabric loveseat couch classic modern sofa living room furniture beige
127,amazonfurniture_page4_19.png,classic large velvet sectional sofa l shape couch with wide chaise rust,"Classic Large Velvet Sectional Sofa, L Shape Couch with Wide Chaise (Rust)",sectional sofa l shape couch with wide chaise rust
128,amazonfurniture_page4_20.png,dhp andora coil futon sofa bed couch with mid century modern design  white faux leather,DHP Andora Coil Futon Sofa Bed Couch with Mid Century Modern Design - White Faux Leather,futon sofa bed couch with mid century modern design white faux leather
129,amazonfurniture_page4_21.png,homelegance phelps fabric reversible chaise sofa grayish brown,"Homelegance Phelps 78"" x 58"" Fabric Reversible Chaise Sofa, Grayish Brown",fabric reversible chaise sofa grayish brown
130,amazonfurniture_page4_22.png,christies home living bill brown drs bill contemporary room reclining sofa brown,"Christies Home Living Bill-Brown-DRS Bill Contemporary Room Reclining Sofa, Brown",living bill brown drs bill contemporary room reclining sofa brown
131,amazonfurniture_page4_23.png,giantex fold down sofa bed floor couch foam folding modern futon chaise lounge convertible upholstered memory foam padded cushion guest sleeper chair gray,Giantex Fold Down Sofa Bed Floor Couch Foam Folding Modern Futon Chaise Lounge Convertible Upholstered Memory Foam Padded Cushion Guest Sleeper Chair (Gray),sofa bed floor couch foam folding modern futon chaise lounge convertible upholstered memory foam padded cushion guest sleeper chair gray
132,amazonfurniture_page4_24.png,large  inch sectional sofa with ottoman l shape couch with chaise dark blue,"Large 108.2"" inch Sectional Sofa with Ottoman, L-Shape Couch with Chaise (Dark Blue)",sofa with ottoman l shape couch with chaise dark blue
133,amazonfurniture_page4_25.png,mid century modern tufted linen fabric sofa purple,Mid-Century Modern Tufted Linen Fabric Sofa (Purple),modern tufted linen fabric sofa purple
134,amazonfurniture_page4_26.png,edloe finch  lofton mid century modern sofa grey,"Edloe Finch EF-Z7-3S004 Lofton Mid-Century Modern Sofa, Grey",lofton mid century modern sofa grey
135,amazonfurniture_page4_27.png,christopher knight home  aidan mid century modern tufted fabric sofa beige,"Christopher Knight Home 305140 Aidan Mid Century Modern Tufted Fabric Sofa, Beige",mid century modern tufted fabric sofa beige
136,amazonfurniture_page4_28.png,vidaxl sofa  with two pillows modern white artificial leather living room,vidaXL Sofa 3-Seater w/ 2 Pillows Modern White Artificial Leather Living Room,two pillows modern white artificial leather living room
137,amazonfurniture_page4_29.png,black functional  tufted futon padded cushions sturdy square metal legs and metal frame plush microfiber upholstery ideal as a sofa lounger and sleeper amazing and comfortable,"Black Functional 3-Position Tufted Futon, Padded Cushions, Sturdy Square Metal Legs & Metal Frame, Plush Microfiber Upholstery, Ideal As a Sofa, Lounger & Sleeper, Amazing & Comfortable",tufted futon padded cushions sturdy square metal legs and metal frame plush microfiber upholstery ideal as a sofa lounger and sleeper amazing and comfortable
138,amazonfurniture_page4_30.png,rivet sloane mid century modern sofa with tufted back  pebble,"Rivet Sloane Mid-Century Modern Sofa with Tufted Back, 79.9""W, Pebble",century modern sofa with tufted back pebble
139,amazonfurniture_page4_31.png,rivet revolve modern upholstered sofa with tapered legs  denim,"Rivet Revolve Modern Upholstered Sofa with Tapered Legs, 79.9""W, Denim",upholstered sofa with tapered legs denim
140,amazonfurniture_page4_32.png,rivet north end exposed wood modern sofa  grey weave,"Rivet North End Exposed Wood Modern Sofa, 78""W, Grey Weave",exposed wood modern sofa grey weave
141,amazonfurniture_page5_0.png,great deal furniture  betty traditional fabric sofa beige dark brown,"Great Deal Furniture 308283 Betty Traditional Fabric Sofa, Beige, Dark Brown",traditional fabric sofa beige dark brown
142,amazonfurniture_page5_1.png,great deal furniture  genevieve augustus traditional microfiber loveseat slate dark brown,"Great Deal Furniture 308097 Genevieve Augustus Traditional Microfiber Loveseat, Slate, Dark Brown",augustus traditional microfiber loveseat slate dark brown
143,amazonfurniture_page5_2.png,great deal furniture  genevieve augustus traditional fabric loveseat beige dark brown,"Great Deal Furniture 308099 Genevieve Augustus Traditional Fabric Loveseat, Beige, Dark Brown",augustus traditional fabric loveseat beige dark brown
144,amazonfurniture_page5_3.png,vita chesterfield tufted microfiber sofa with scroll arms black,"Vita Chesterfield Tufted Microfiber Sofa with Scroll Arms, Black",tufted microfiber sofa with scroll arms black
145,amazonfurniture_page5_4.png,rivet andrews contemporary leather sofa with removable cushions  dark brown,"Rivet Andrews Contemporary Leather Sofa with Removable Cushions, 82""W, Dark Brown",contemporary leather sofa with removable cushions dark brown
146,amazonfurniture_page5_5.png,naomi home convertible tufted futon sofa gray faux leather,Naomi Home Convertible Tufted Futon Sofa Gray/Faux Leather,convertible tufted futon sofa gray faux leather
147,amazonfurniture_page5_6.png,homelegance phelps fabric reversible chaise sofa grayish brown,"Homelegance Phelps 78"" x 58"" Fabric Reversible Chaise Sofa, Grayish Brown",fabric reversible chaise sofa grayish brown
148,amazonfurniture_page5_7.png,baxton furniture studios mid century modern scandinavian style faux three seater leather wooden sofa dark brown,"Baxton Furniture Studios Mid-Century Modern Scandinavian Style Faux 3 Seater Leather Wooden Sofa, Dark Brown",studios mid century modern scandinavian style faux three seater leather wooden sofa dark brown
149,amazonfurniture_page5_8.png,pearington  soho sofa and couch sleeper bed with storage grey,"Pearington MIA-LG-15 Soho Sofa and Couch Sleeper Bed with Storage, Grey",sofa and couch sleeper bed with storage grey
150,amazonfurniture_page5_9.png,hawthorne collections sofa navy blue,Hawthorne Collections Sofa in Navy Blue,sofa navy blue
151,amazonfurniture_page5_10.png,lucid eight convertible foam sofa and foldable play mat  durable fashion cover,LUCID 8 Inch Convertible Foam Sofa and Foldable Play Mat - Durable Fashion Cover,lucid eight convertible foam sofa and foldable play mat  durable fashion cover
152,amazonfurniture_page5_11.png,mid century modern linen fabric living room sofa beige,Mid Century Modern Linen Fabric Living Room Sofa (Beige),modern linen fabric living room sofa beige
153,amazonfurniture_page5_12.png,yaheetech futon sofa bed convertible sofa couch with armrest home recliner couch home furniture black,"Yaheetech Futon Sofa Bed, Convertible Sofa Couch with Armrest Home Recliner Couch Home Furniture Black",sofa bed convertible sofa couch with armrest home recliner couch home furniture black
154,amazonfurniture_page5_13.png,naomi home emma button tufting loveseat espresso,Naomi Home Emma Button Tufting Loveseat Espresso,emma button tufting loveseat espresso
155,amazonfurniture_page5_14.png,best choice products  linen fabric upholstered contemporary sofa couch lounger dark gray,"Best Choice Products 76in Linen Fabric Upholstered Contemporary Sofa Couch Lounger, Dark Gray",fabric upholstered contemporary sofa couch lounger dark gray
156,amazonfurniture_page5_15.png,great deal furniture  betty traditional fabric sofa red dark brown,"Great Deal Furniture 308286 Betty Traditional Fabric Sofa, Red, Dark Brown",traditional fabric sofa red dark brown
157,amazonfurniture_page5_16.png,gdf studio  jennifer dark grey tufted fabric loveseat,GDF Studio 300069 Jennifer Dark Grey Tufted Fabric Loveseat,jennifer dark grey tufted fabric loveseat
158,amazonfurniture_page5_17.png,great deal furniture  betty traditional fabric sofa gray dark brown,"Great Deal Furniture 308284 Betty Traditional Fabric Sofa, Gray, Dark Brown",traditional fabric sofa gray dark brown
159,amazonfurniture_page5_18.png,great deal furniture  melaina emerald tufted rolled arm velvet chesterfield loveseat couch,Great Deal Furniture 302213 Melaina Emerald Tufted Rolled Arm Velvet Chesterfield Loveseat Couch,emerald tufted rolled arm velvet chesterfield loveseat couch
160,amazonfurniture_page5_19.png,poundex  upholstered sofas sectionals armchairs dark brown,"Poundex PDEX-F7888 Upholstered Sofas/Sectionals/Armchairs, Dark Brown",sectionals armchairs dark brown
161,amazonfurniture_page5_20.png,darcy contemporary cobblestone sleeper sofa full mattress,Darcy Contemporary Cobblestone Sleeper Sofa Full Mattress,darcy contemporary cobblestone sleeper sofa full mattress
162,amazonfurniture_page5_21.png,samuel stationary sofa with attached seat cushions dark brown,Samuel Stationary Sofa with Attached Seat Cushions Dark Brown,sofa with attached seat cushions dark brown
163,amazonfurniture_page5_22.png,housel living  sofa sky blue,"Housel Living HSL132-FB Sofa, Sky Blue",sofa sky blue
164,amazonfurniture_page5_23.png,ashley furniture signature design  tibbee sofa  contemporary style couch  slate,Ashley Furniture Signature Design - Tibbee Sofa - Contemporary Style Couch - Slate,design tibbee sofa contemporary style couch slate
165,amazonfurniture_page5_24.png,large  inch sectional sofa with ottoman l shape couch with chaise beige,"Large 108.2"" inch Sectional Sofa with Ottoman, L-Shape Couch with Chaise (Beige)",sofa with ottoman l shape couch with chaise beige
166,amazonfurniture_page5_25.png,glory furniture delray  sofa  living room furniture x  d,"Glory Furniture Delray G790A-S Sofa, Gray. Living Room Furniture, 32"" H x 87"" W x 34"" D,",sofa living room furniture x d
167,amazonfurniture_page5_26.png,giantex fold down sofa bed floor couch foam folding modern futon chaise lounge convertible upholstered memory foam padded cushion guest sleeper chair brown,Giantex Fold Down Sofa Bed Floor Couch Foam Folding Modern Futon Chaise Lounge Convertible Upholstered Memory Foam Padded Cushion Guest Sleeper Chair (Brown),sofa bed floor couch foam folding modern futon chaise lounge convertible upholstered memory foam padded cushion guest sleeper chair brown
168,amazonfurniture_page5_27.png,poundex  bobkona parker sectional set black,"Poundex F6890 Bobkona Parker Sectional Set, Black",sectional set black
169,amazonfurniture_page5_28.png,andeworld tufted loveaseat settee sofa bench for dining room beige one,Andeworld Tufted Loveaseat Settee Sofa Bench for Dining Room (Beige 1),andeworld tufted loveaseat settee sofa bench for dining room beige one
170,amazonfurniture_page5_29.png,ravenna home rai tufted arched armless loveseat bench settee  dark grey,"Ravenna Home Rai Tufted Arched Armless Loveseat Bench Settee, 52""W, Dark Grey",rai tufted arched armless loveseat bench settee dark grey
171,amazonfurniture_page5_30.png,rivet sloane mid century modern sofa with tufted back  pebble,"Rivet Sloane Mid-Century Modern Sofa with Tufted Back, 79.9""W, Pebble",century modern sofa with tufted back pebble
172,amazonfurniture_page5_31.png,christopher knight home  aidan mid century modern tufted fabric sofa red,"Christopher Knight Home 305142 Aidan Mid Century Modern Tufted Fabric Sofa, Red",mid century modern tufted fabric sofa red
